,CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
25965,19,5,2017,25,5,2017,H1B,TREVIICOS CORPORATION,MA,UNITED STATES OF AMERICA,DOCTORS,541330.0,1,Y,102045.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,105000.0,0.0,Year,N,N,MA,2210,CERTIFIED
25966,3,3,2017,27,6,2017,H1B,DPR CONSTRUCTION A GENERAL PARTNERSHIP,CA,UNITED STATES OF AMERICA,ANALYSTS,236220.0,1,Y,73715.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,76000.0,0.0,Year,N,N,CA,94063,CERTIFIEDWITHDRAWN
25967,9,2,2015,9,2,2017,H1B,CROSSCOUNTRY CONSULTING LLC,VA,UNITED STATES OF AMERICA,ACCOUNTANTS,541219.0,20,Y,74110.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,74200.0,0.0,Year,Y,N,NY,10010,CERTIFIEDWITHDRAWN
25968,26,1,2016,24,5,2017,H1B,SULLIVAN and CROMWELL LLP,NY,UNITED STATES OF AMERICA,ANALYSTS,541110.0,1,Y,81286.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,160000.0,0.0,Year,N,N,NY,10004,CERTIFIEDWITHDRAWN
25969,2,2,2016,8,5,2017,H1B,PENSKE LOGISTICS LLC,OH,UNITED STATES OF AMERICA,ANALYSTS,4884.0,1,Y,50128.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,51000.0,0.0,Year,N,N,OH,44122,CERTIFIEDWITHDRAWN
25970,30,1,2017,3,2,2017,H1B,JOHNS HOPKINS UNIVERSITY,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611310.0,1,Y,48963.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,48963.0,0.0,Year,N,N,MD,21205,CERTIFIED
25971,14,4,2014,15,2,2017,H1B,TRUSTEES OF BOSTON UNIVERSITY,MA,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,41309.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,53582.0,0.0,Year,N,N,MA,2215,CERTIFIEDWITHDRAWN
25972,11,3,2016,15,2,2017,H1B,AQUA INFORMATION SYSTEMS INC,PA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,54725.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,PA,19341,CERTIFIEDWITHDRAWN
25973,22,2,2017,24,2,2017,H1B,SANFORD CLINIC,SD,UNITED STATES OF AMERICA,PUBLIC RELATIONS,622110.0,1,Y,187200.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,192500.0,0.0,Year,N,N,SD,57117,DENIED
25974,20,10,2016,24,10,2016,H1B,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,NC,UNITED STATES OF AMERICA,MARKETING,611310.0,1,Y,59060.0,Year,OES,2016.0,NONE,92000.0,0.0,Year,N,N,NC,28223,DENIED
25975,8,2,2017,10,2,2017,H1B,SAPIENT CORPORATION,MA,UNITED STATES OF AMERICA,MULTIMEDIA ARTISTS AND ANIMATORS,541512.0,1,Y,96100.0,Year,Other,2016.0,WILLIS TOWERS WATSON SURVEY,111527.7,0.0,Year,N,N,TX,77002,DENIED
25976,18,3,2014,15,2,2017,H1B,AQUA INFORMATION SYSTEMS INC,PA,UNITED STATES OF AMERICA,ACTUARIES,541511.0,1,Y,60653.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,60653.0,0.0,Year,Y,N,PA,19341,CERTIFIEDWITHDRAWN
25977,1,2,2017,7,2,2017,H1B,DELOITTE CONSULTING LLP,PA,UNITED STATES OF AMERICA,ANALYSTS,54161.0,15,Y,50357.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,78000.0,116000.0,Year,N,N,GA,30303,DENIED
25978,14,3,2017,20,3,2017,H1B,GREAT SOFTWARE LABORATORY INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541330.0,1,Y,102107.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,105000.0,0.0,Year,Y,N,CA,95134,CERTIFIED
25979,27,1,2017,2,2,2017,H1B,MARSHFIELD CLINIC,WI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,622110.0,1,Y,55139.0,Year,Other,2016.0,AAMC SURVEY OF RESIDENT FELLOW STIPENDS,60064.85,0.0,Year,N,N,WI,54449,CERTIFIED
25980,16,3,2017,22,3,2017,H1B,T MOBILE USA INC,WA,UNITED STATES OF AMERICA,GRAPHIC DESIGNERS,517212.0,1,Y,86902.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,97000.0,103000.0,Year,N,N,GA,30346,CERTIFIED
25981,14,3,2017,20,3,2017,H1B,CASTLIGHT HEALTH INC,CA,UNITED STATES OF AMERICA,ANALYSTS,518210.0,1,Y,136573.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,150000.0,0.0,Year,N,N,CA,94105,CERTIFIED
25983,7,3,2017,9,3,2017,H1B,PRYME CONTENT INC,NY,UNITED STATES OF AMERICA,MANAGERS,54181.0,1,Y,66477.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,NY,10017,DENIED
25984,21,3,2017,27,3,2017,H1B,ATTOLLO CAPITAL LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,52399.0,1,Y,65749.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,66000.0,0.0,Year,N,N,NY,10017,CERTIFIED
25985,14,3,2017,20,3,2017,H1B,COLLABERA INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,26.52,Hour,OES,2017.0,OFLC ONLINE DATA CENTER,30.0,0.0,Hour,N,N,CA,94583,CERTIFIED
25987,18,3,2014,12,6,2017,H1B,GALLEGA SOFTWARE SOLUTIONS INC,GA,UNITED STATES OF AMERICA,ANALYSTS,54151.0,1,Y,51210.0,Year,Other,2013.0,OFLC ONLINE DATA CENTER,52000.0,0.0,Year,Y,N,NC,28262,CERTIFIEDWITHDRAWN
25988,25,1,2017,31,1,2017,H1B,MU SIGMA INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5416.0,1,Y,71885.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,136000.0,0.0,Year,Y,N,GA,30313,CERTIFIED
25989,21,1,2014,25,4,2017,H1B,YALE UNIVERSITY,CT,UNITED STATES OF AMERICA,ACCOUNTANTS,611310.0,1,Y,37440.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,41364.0,0.0,Year,N,N,CT,6511,CERTIFIEDWITHDRAWN
25991,17,3,2017,7,4,2017,H1B,GLOBAL EDGE SOFTWARE INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,5,Y,73091.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,73200.0,93000.0,Year,Y,N,CA,95035,CERTIFIEDWITHDRAWN
25993,26,9,2016,4,5,2017,H1B,THE UNIVERSITY OF TOLEDO,OH,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,46966.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,57742.0,0.0,Year,N,N,OH,43606,CERTIFIEDWITHDRAWN
25995,16,5,2017,19,5,2017,H1B,HIGHPOINT SOLUTIONS LLC,PA,UNITED STATES OF AMERICA,SCIENTIST,541512.0,1,Y,75379.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,120000.0,0.0,Year,N,N,MI,49002,DENIED
25996,14,3,2016,30,12,2016,H1B,FAIR FIELD FUNCTIONAL THERAPY,WA,UNITED STATES OF AMERICA,ANALYSTS,621340.0,1,Y,66144.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,83000.0,83000.0,Year,N,N,WA,98052,CERTIFIEDWITHDRAWN
25997,4,4,2017,6,4,2017,E3 Australian,SHADOW SOFT LLC,GA,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,541511.0,1,Y,77917.0,Year,OES,2016.0,NONE,85000.0,0.0,Year,,,GA,30350,DENIED
25998,25,3,2016,14,5,2017,H1B,WINDYCITY TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,72613.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,73000.0,0.0,Year,Y,N,OH,43081,CERTIFIEDWITHDRAWN
25999,3,3,2017,9,3,2017,H1B,JUVO MOBILE INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,511210.0,1,Y,85738.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,100000.0,0.0,Year,N,N,CA,94111,CERTIFIED
26000,8,3,2017,14,3,2017,H1B,ASML US INC,AZ,UNITED STATES OF AMERICA,ANALYSTS,333295.0,1,Y,124342.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,126664.0,0.0,Year,N,N,CA,95131,CERTIFIED
26001,4,2,2016,1,6,2017,E3 Australian,AEGIS ENGINEERING PLLC,WA,UNITED STATES OF AMERICA,ANALYSTS,541330.0,1,Y,33.36,Hour,OES,2015.0,OFLC ONLINE DATA CENTER,33.37,45.0,Hour,,,WA,98275,CERTIFIEDWITHDRAWN
26002,23,11,2016,30,11,2016,E3 Australian,SNYIR INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,48421.0,1,Y,50565.0,Year,OES,2016.0,NONE,56077.0,0.0,Year,,,CA,95828,DENIED
26003,31,1,2017,6,2,2017,H1B,CINCINNATI BELL TECHNOLOGY SOLUTIONS INC,OH,UNITED STATES OF AMERICA,ACCOUNTANTS,517210.0,1,Y,102544.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,120000.0,0.0,Year,N,N,OH,45202,CERTIFIED
26004,17,3,2015,15,2,2017,H1B,AQUA INFORMATION SYSTEMS INC,PA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,59280.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,PA,19341,CERTIFIEDWITHDRAWN
26005,20,3,2017,24,3,2017,H1B,VULTUS INC,NJ,UNITED STATES OF AMERICA,MANAGERS,541511.0,1,Y,55910.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,NJ,7080,CERTIFIED
26007,9,2,2017,16,2,2017,H1B,SCHNEIDER ELECTRIC BUILDINGS AMERICAS INC,MA,UNITED STATES OF AMERICA,ANALYSTS,334512.0,1,Y,61285.0,Year,Other,2016.0,DIETRICH ENGINEERING SALARY SURVEY,61285.0,63500.0,Year,N,N,TX,75006,CERTIFIEDWITHDRAWN
26008,22,12,2016,25,1,2017,H1B,UNIVERSITY OF MINNESOTA,MN,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,36338.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,47476.0,0.0,Year,N,N,MN,55455,CERTIFIEDWITHDRAWN
26009,10,3,2015,9,3,2017,H1B,UNIVERSAL STEEL PRODUCTS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,423510.0,1,N,26.32,Hour,OES,2015.0,OFLC ONLINE DATA CENTER,26.32,0.0,Hour,N,N,NJ,7632,CERTIFIEDWITHDRAWN
26011,6,1,2017,12,1,2017,H1B,CA INC,NY,UNITED STATES OF AMERICA,ANALYSTS,541519.0,1,Y,110427.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,156229.0,0.0,Year,N,N,MD,21207,CERTIFIED
26013,10,3,2017,16,3,2017,H1B,GLOBAL SOFT SYSTEMS INC,KS,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,46259.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,63000.0,0.0,Year,N,N,KS,66202,CERTIFIED
26014,28,3,2017,22,6,2017,H1B,CROM TECHNOLOGY INC,MN,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,77272.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,78000.0,0.0,Year,Y,N,NJ,8540,CERTIFIEDWITHDRAWN
26015,10,3,2017,16,3,2017,H1B,ESTRADA CONSULTING INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,72010.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,73000.0,0.0,Year,Y,N,CA,95670,CERTIFIED
26016,7,1,2016,31,10,2016,H1B,WEST TEXAS AandAMP M UNIVERSITY,TX,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,33090.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,48600.0,0.0,Year,N,N,TX,79016,CERTIFIEDWITHDRAWN
26017,2,3,2016,5,10,2016,H1B,EGEN SOLUTIONS INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,68931.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,IL,60563,CERTIFIEDWITHDRAWN
26018,18,5,2016,6,3,2017,H1B,P3 NORTH AMERICA INC,MI,UNITED STATES OF AMERICA,ANALYSTS,541330.0,1,Y,79498.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,90000.0,0.0,Year,N,N,MI,48124,CERTIFIEDWITHDRAWN
26019,8,8,2016,23,1,2017,H1B,A2MW LLC,VA,UNITED STATES OF AMERICA,ANALYSTS,541611.0,1,Y,63315.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,VA,20170,CERTIFIEDWITHDRAWN
26020,24,3,2017,30,3,2017,H1B,NOVATEUR TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,43722.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,CA,90401,CERTIFIED
26021,20,3,2015,24,4,2017,H1B,THE UNIVERSITY OF TOLEDO,OH,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,N,24.28,Hour,OES,2015.0,OFLC ONLINE DATA CENTER,24.28,0.0,Hour,N,N,OH,43606,CERTIFIEDWITHDRAWN
26022,10,3,2017,16,3,2017,H1B,HARRY C LIN CPA A PROFESSIONAL CORPORATION,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541211.0,1,Y,47278.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,47278.0,0.0,Year,N,N,CA,91748,CERTIFIED
26023,11,2,2017,15,2,2017,H1B,SB NEW YORK INC,NY,UNITED STATES OF AMERICA,MARKETING,511110.0,1,Y,46821.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,NY,10271,DENIED
26024,30,3,2017,5,4,2017,H1B,THE UNIVERSITY OF IOWA,IA,UNITED STATES OF AMERICA,GRAPHIC DESIGNERS,611310.0,1,Y,50939.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,64200.0,0.0,Year,N,N,IA,52242,CERTIFIED
26026,10,2,2016,31,1,2017,H1B,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,CA,UNITED STATES OF AMERICA,ANALYSTS,523920.0,1,Y,173306.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,184000.0,0.0,Year,N,N,NY,10019,CERTIFIEDWITHDRAWN
26028,10,5,2017,16,5,2017,H1B,INFOSYS LIMITED,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,74006.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74006.0,0.0,Year,Y,N,IL,60515,CERTIFIED
26030,18,3,2016,4,1,2017,H1B,SLRI SOLUTIONS LLC,TX,UNITED STATES OF AMERICA,ANALYSTS,541990.0,1,Y,63773.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,64000.0,0.0,Year,N,N,AL,35806,CERTIFIEDWITHDRAWN
26031,22,3,2016,27,12,2016,H1B,INVICKTUS INC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,56514.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,IL,60181,CERTIFIEDWITHDRAWN
26032,22,3,2017,28,3,2017,H1B,LOSOMO INC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,519130.0,1,Y,39478.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,39500.0,0.0,Year,N,N,FL,33432,DENIED
26033,2,12,2016,8,12,2016,H1B,INFOQUEST CONSULTING GROUP INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,70221.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,80000.0,0.0,Year,N,N,NJ,8852,CERTIFIED
26034,15,3,2017,20,3,2017,H1B,CARNEGIE MELLON UNIVERSITY,PA,UNITED STATES OF AMERICA,ACCOUNTANTS,611310.0,1,Y,63232.0,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,N,N,PA,15213,DENIED
26035,11,11,2016,16,11,2016,E3 Australian,VENTUREAPP INC,MA,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,5112.0,1,Y,59072.0,Year,OES,2016.0,NONE,64000.0,0.0,Year,,,MA,2108,DENIED
26038,6,2,2017,9,2,2017,H1B,INTERMANAGEMENT LLC,FL,UNITED STATES OF AMERICA,LAWYERS AND LEGAL SUPPORT WORKERS,531311.0,1,Y,19.5,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,19.75,0.0,Hour,N,N,FL,33176,DENIED
26039,28,2,2017,3,3,2017,H1B,WIN2LEAD IT SERVICES CORP,NJ,UNITED STATES OF AMERICA,LAWYERS AND LEGAL SUPPORT WORKERS,54151.0,1,Y,65083.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,65100.0,0.0,Year,N,N,NJ,7046,DENIED
26040,27,3,2017,30,3,2017,H1B,LIQUIDSKY SOFTWARE INC,NY,UNITED STATES OF AMERICA,REAL ESTATE,518210.0,1,Y,71053.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,N,N,NY,10036,DENIED
26041,5,5,2017,20,6,2017,H1B,WELLS ENTERPRISES INC,IA,UNITED STATES OF AMERICA,ANALYSTS,311514.0,1,Y,55848.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,55848.0,87678.0,Year,N,N,IA,51031,CERTIFIEDWITHDRAWN
26042,21,3,2016,13,4,2017,H1B,ALPHA CLINICAL SYSTEMS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,64418.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,64500.0,0.0,Year,Y,N,NJ,8854,CERTIFIEDWITHDRAWN
26043,14,4,2014,22,2,2017,H1B,HENKEL CORPORATION,AZ,UNITED STATES OF AMERICA,ACTUARIES,325520.0,1,Y,76211.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,76211.0,88920.0,Year,N,N,CA,94565,CERTIFIEDWITHDRAWN
26045,22,12,2016,29,12,2016,H1B,SYNTEL CONSULTING INC,MI,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,55661.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,62000.0,0.0,Year,Y,N,AZ,85050,CERTIFIED
26046,23,3,2017,29,3,2017,H1B,NEW YORK TECHNOLOGY PARTNERS INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,57408.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,62000.0,0.0,Year,Y,N,CT,6830,CERTIFIED
26047,3,3,2017,8,3,2017,H1B,DAMATO CONVERSANO INC,WA,UNITED STATES OF AMERICA,MARKETING,541330.0,1,Y,51282.0,Year,Other,2017.0,ZWEIG GROUP SALARY SURVEY,54325.0,0.0,Year,N,N,WA,98101,DENIED
26048,17,3,2017,22,3,2017,H1B,KEYMOUZ TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,PUBLIC RELATIONS,541511.0,1,Y,67184.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,68000.0,0.0,Year,N,N,TX,77450,DENIED
26049,4,4,2016,19,4,2017,H1B,ASCENTIS CORPORATION,WA,UNITED STATES OF AMERICA,ANALYSTS,518210.0,1,Y,96866.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,110000.0,0.0,Year,N,N,CA,94402,CERTIFIEDWITHDRAWN
26050,7,3,2017,13,3,2017,H1B,DF/NET RESEARCH INC,WA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,518210.0,1,Y,62546.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,64550.0,0.0,Year,N,N,WA,98122,CERTIFIED
26052,6,3,2017,10,3,2017,H1B,ALSTON and BIRD LLP,GA,UNITED STATES OF AMERICA,ANALYSTS,541110.0,1,Y,93995.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,155000.0,0.0,Year,N,N,NC,28280,CERTIFIED
26055,16,3,2017,20,3,2017,H1B,INFINITY METHODS CORP,SC,UNITED STATES OF AMERICA,HEALTHCARE,541511.0,1,Y,74443.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74000.0,0.0,Year,N,N,CA,94089,DENIED
26057,6,3,2017,8,3,2017,H1B,TEG ENGINNERING LLC,MI,UNITED STATES OF AMERICA,DOCTORS,541330.0,1,Y,25.57,Hour,OES,2015.0,OFLC ONLINE DATA CENTER,23.31,0.0,Hour,N,N,MI,49519,DENIED
26058,23,6,2016,24,5,2017,H1B,FARADAY and FUTURE INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541420.0,1,Y,119350.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,130000.0,0.0,Year,N,N,CA,95134,CERTIFIEDWITHDRAWN
26059,23,3,2017,29,3,2017,H1B,JODI GROUP INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,531210.0,1,Y,25.49,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,25.49,0.0,Hour,N,N,CA,94116,DENIED
26060,3,5,2017,5,5,2017,H1B,NGA GROUP INC,NJ,UNITED STATES OF AMERICA,SCIENTIST,541614.0,1,Y,65645.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,66000.0,0.0,Year,Y,N,CA,95833,DENIED
26062,8,4,2014,20,4,2017,H1B,HOWARD HUGHES MEDICAL INSTITUTE,MD,UNITED STATES OF AMERICA,ANALYSTS,541710.0,1,Y,44762.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,50000.0,60000.0,Year,N,N,TX,75390,CERTIFIEDWITHDRAWN
26063,28,11,2016,2,12,2016,H1B,HCL AMERICA INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,83096.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,83096.0,103000.0,Year,Y,N,TX,78288,CERTIFIED
26065,1,4,2015,5,10,2016,H1B,VOLKSWAGEN GROUP OF AMERICA INC,VA,UNITED STATES OF AMERICA,ANALYSTS,336111.0,1,Y,84600.0,Year,Other,2014.0,WILLIS TOWERS WATSON SURVEY,92000.0,0.0,Year,N,N,FL,33126,CERTIFIEDWITHDRAWN
26067,21,2,2017,24,2,2017,H1B,TONY WONG and ASSOCIATES LAWYERS INC,CA,UNITED STATES OF AMERICA,LAWYERS AND LEGAL SUPPORT WORKERS,54111.0,1,N,22.02,Hour,OES,2017.0,OFLC ONLINE DATA CENTER,22.02,0.0,Hour,N,N,CA,91801,DENIED
26071,9,3,2017,15,3,2017,H1B,LUCID TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5415.0,1,Y,46301.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,TX,75063,CERTIFIED
26072,26,10,2016,9,12,2016,H1B,ASTIR IT SOLUTIONS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,48131.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,FL,33637,CERTIFIEDWITHDRAWN
26073,7,3,2016,19,6,2017,H1B,RELIANT INFOTECH INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,65042.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,65042.0,0.0,Year,Y,N,TX,75024,CERTIFIEDWITHDRAWN
26074,8,2,2017,14,2,2017,H1B,LEVEL UP DEVELOPMENT LLC,IN,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,51121.0,1,Y,27.18,Hour,DBA,2017.0,REGISTER OF WAGE DETERMINATIONS UNDER | US DEPARTMENT OF LABOR,72500.0,0.0,Year,N,N,IN,46202,DENIED
26075,9,11,2016,16,11,2016,H1B,IBM INDIA PRIVATE LIMITED,NC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,68266.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74825.0,75093.0,Year,N,N,NY,12211,CERTIFIED
26078,13,3,2017,17,3,2017,H1B,DEUTSCHE BANK NEW YORK BRANCH,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523110.0,1,Y,78666.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,100000.0,0.0,Year,N,N,NY,10005,CERTIFIED
26079,16,3,2017,22,3,2017,H1B,O2 TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,42557.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,Y,N,MO,65203,CERTIFIED
26080,15,5,2017,19,5,2017,H1B,PRICEWATERHOUSECOOPERS LLP,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541611.0,1,Y,64813.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,76000.0,0.0,Year,N,N,NY,10017,DENIED
26082,21,10,2016,27,10,2016,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,EDUCATION,541511.0,3,Y,74173.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74173.0,0.0,Year,Y,N,IL,60603,CERTIFIED
26083,7,3,2017,10,3,2017,H1B,TESSOLAR INC,MA,UNITED STATES OF AMERICA,HEALTHCARE,335999.0,1,Y,51002.0,Year,OES,2017.0,NONE,52000.0,75000.0,Year,N,N,MA,2140,DENIED
26084,21,3,2017,27,3,2017,H1B,QUADRANT 4 SYSTEM CORPORATION,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,61693.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,92000.0,0.0,Year,Y,N,CA,92626,CERTIFIED
26085,1,6,2017,5,6,2017,H1B,CITIGROUP TECHNOLOGY INC,NY,UNITED STATES OF AMERICA,EDUCATION,541513.0,1,Y,131997.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,125000.0,0.0,Year,N,N,NJ,7310,DENIED
26086,15,3,2017,21,3,2017,H1B,OROCHEM TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541330.0,1,Y,61422.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,N,N,IL,60563,CERTIFIED
